0.077191804, -1.4649662971496582
0.07921693, -1.4499266147613525
0.081227465, -1.4393221139907837
0.083247215, -1.4582303762435913
0.085289012, -1.4616286754608154
0.08730657, -1.4721373319625854
0.089369067, -1.472652792930603
0.091382703, -1.4579229354858398
0.093407329, -1.4533708095550537
0.095412186, -1.4569694995880127
0.097437789, -1.457329273223877
0.099535018, -1.446595311164856
0.101506274, -1.4394304752349854
0.103549082, -1.4528357982635498
0.105578243, -1.4635761976242065
0.107576969, -1.4774293899536133
0.109626385, -1.4779648780822754
0.111801751, -1.4478718042373657
0.113765813, -1.449138879776001
0.115792982, -1.458237886428833
0.117829851, -1.4425019025802612
0.11992156, -1.4447484016418457
0.121926862, -1.4396368265151978
0.123994094, -1.445664644241333
0.125994793, -1.4601653814315796
0.128032434, -1.4580657482147217
0.130038249, -1.4641798734664917
0.132046564, -1.451263427734375
0.134094306, -1.4481256008148193
0.136118886, -1.4401452541351318
0.138135412, -1.4267805814743042
0.140161605, -1.4292168617248535
0.142214685, -1.4342482089996338
0.144302469, -1.4439537525177002
0.146292758, -1.452834129333496
0.148320516, -1.4605416059494019
0.150350481, -1.4522732496261597
0.152390572, -1.4374265670776367
0.154383836, -1.4368736743927002
0.156423167, -1.4565829038619995
0.158713343, -1.4337003231048584
0.160772965, -1.428949236869812
0.16279704, -1.4424225091934204
0.165047757, -1.4473868608474731
0.167122904, -1.4705164432525635
0.169770596, -1.4710015058517456
0.171735672, -1.4439458847045898
0.173762586, -1.4505383968353271
0.175783563, -1.4563679695129395
0.178466559, -1.4436454772949219
0.180435679, -1.4469177722930908
0.182464577, -1.4344052076339722
0.184512847, -1.4486569166183472
0.186524093, -1.4675832986831665
0.188599737, -1.458690881729126
0.190607836, -1.4521968364715576
0.19261692, -1.446722149848938
0.194645346, -1.4462463855743408
0.196695265, -1.442946434020996
0.198694829, -1.4350697994232178
0.200757112, -1.4300535917282104
0.202991784, -1.434153437614441
0.20516782, -1.4400322437286377
0.207138061, -1.4586796760559082
0.209174675, -1.4598946571350098
0.211168898, -1.4434274435043335
0.213795213, -1.4477035999298096
0.21595587, -1.44999098777771
0.217962323, -1.4450808763504028
0.220005626, -1.4416747093200684
0.222003216, -1.4440431594848633
0.224035812, -1.4571094512939453
0.226085906, -1.4709253311157227
0.228077687, -1.4806711673736572
0.230105625, -1.484877586364746
0.232153559, -1.4584988355636597
0.234175125, -1.4613292217254639
0.236197973, -1.4614982604980469
0.238242678, -1.4532623291015625
0.240253139, -1.4592167139053345
0.242270436, -1.4492658376693726
0.244313615, -1.4569579362869263
0.246335138, -1.4783562421798706
